City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Alta Floresta,BR,-9.8756,-56.0861,70.84,95,71,1.99,light rain
459,Arys,KZ,42.4252,68.795,76.41,20,0,5.08,clear sky
460,Bereda,ES,43.2686,-7.5406,57.42,100,97,3.09,overcast clouds
461,Bengkulu,ID,-3.8004,102.2655,81.86,71,100,5.97,moderate rain
462,Uvat,RU,59.1433,68.8953,53.08,79,81,5.41,broken clouds
463,Skibbereen,IE,51.55,-9.2667,49.24,87,6,2.8,clear sky
464,Kapoeta,SS,4.7717,33.5903,75.15,53,64,8.63,broken clouds
465,Maniitsoq,GL,65.4167,-52.9,45.75,74,100,6.2,overcast clouds
466,Imbituba,BR,-28.24,-48.6703,57.76,89,100,10.13,overcast clouds
467,Laramie,US,41.3114,-105.5911,61.18,48,0,10.36,clear sky
468,Coahuayana,MX,18.7333,-103.6833,74.3,98,100,1.9,overcast clouds
469,Manokwari,ID,-0.8667,134.0833,82.72,71,92,5.41,overcast clouds
470,Dawei,MM,14.0833,98.2,73.27,96,100,3.2,light rain
471,Puerto El Triunfo,SV,13.2833,-88.55,79.72,88,100,3.29,overcast clouds
472,Barcelos,PT,41.5388,-8.6151,73.69,57,63,4.76,broken clouds
473,Samarai,PG,-10.6167,150.6667,81.45,83,100,13.04,overcast clouds
474,Dunkwa,GH,5.9656,-1.78,71.02,99,100,3.06,overcast clouds
475,Gulfport,US,30.3674,-89.0928,78.85,90,0,0.0,clear sky
476,Hakodate,JP,41.7758,140.7367,73.71,88,75,4.61,light rain
477,Erenhot,CN,43.6475,111.9767,55.54,26,100,6.49,overcast clouds
478,Kavaratti,IN,10.5669,72.642,80.87,78,93,11.79,overcast clouds
479,Irbit,RU,57.6705,63.071,55.87,67,100,4.36,overcast clouds
480,Derzhavinsk,KZ,51.1,66.3167,61.97,22,2,7.29,clear sky
481,Cap Malheureux,MU,-19.9842,57.6142,73.47,68,2,7.0,clear sky
482,Coquimbo,CL,-29.9533,-71.3436,51.53,87,0,0.0,clear sky
483,Beidao,CN,34.5686,105.8933,66.42,86,100,3.69,overcast clouds
484,Batagay-Alyta,RU,67.8006,130.4114,34.21,38,14,1.68,few clouds
485,Vanavara,RU,60.34,102.2797,45.82,92,100,6.35,overcast clouds
486,Fort Carson,US,38.7375,-104.7889,75.15,27,0,7.0,clear sky
487,Ivanivka,UA,46.7208,34.553,52.75,62,0,7.52,clear sky
488,Brownsburg,US,39.8434,-86.3978,74.98,78,0,11.5,clear sky
489,Camacupa,AO,-12.0167,17.4833,64.49,67,99,3.29,overcast clouds
490,Flinders,AU,-34.5833,150.8552,66.25,35,79,10.54,broken clouds
491,Moron,AR,-34.6534,-58.6198,65.01,91,94,6.17,overcast clouds
492,Pisco,PE,-13.7,-76.2167,60.85,88,100,6.91,mist
493,San Juan,AR,-31.5375,-68.5364,49.14,71,79,14.12,broken clouds
494,Nioro,GM,13.35,-15.75,73.08,95,99,2.93,light rain
495,Xuddur,SO,4.1213,43.8894,71.83,76,51,14.67,broken clouds
496,Ciudad Bolivar,VE,8.1222,-63.5497,80.71,76,99,7.34,overcast clouds
497,Cachoeira Do Sul,BR,-30.0392,-52.8939,58.26,93,100,6.85,moderate rain
498,Sao Joao Da Barra,BR,-21.6403,-41.0511,63.27,80,0,6.71,clear sky
499,Newport,GB,51.5877,-2.9984,52.09,86,4,3.89,clear sky
500,Fernley,US,39.608,-119.2518,65.26,38,77,8.01,broken clouds
501,Neuruppin,DE,52.9282,12.8031,47.08,98,72,7.14,broken clouds
502,Erdenet,MN,49.0333,104.0833,49.26,52,1,9.26,clear sky
503,La Ronge,CA,55.1001,-105.2842,55.65,67,75,6.91,broken clouds
504,Kimbe,PG,-5.5502,150.1429,81.93,80,97,3.29,moderate rain
505,Phan Thiet,VN,10.9333,108.1,86.31,63,85,12.24,overcast clouds
506,Strezhevoy,RU,60.7333,77.5889,54.5,77,54,15.61,broken clouds
507,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,78,0,6.91,clear sky
508,Gouyave,GD,12.1646,-61.7296,81.37,83,20,12.66,few clouds
509,Mokolo,CM,10.7398,13.8019,67.46,97,76,4.47,broken clouds
510,Jaru,BR,-10.4389,-62.4664,78.33,73,65,3.49,light rain
511,Bage,BR,-31.3314,-54.1069,58.78,77,100,9.22,light rain
512,Westport,US,41.1415,-73.3579,75.9,86,0,5.99,clear sky
513,Skjervoy,NO,70.0311,20.9714,46.4,84,100,9.95,overcast clouds
514,Ixtapa,MX,20.7,-105.2,80.22,100,100,0.0,overcast clouds
515,Asahikawa,JP,43.7678,142.3703,76.21,78,75,6.91,broken clouds
516,Kyren,RU,51.6828,102.1408,58.44,44,0,0.92,clear sky
517,New Smyrna Beach,US,29.0258,-80.927,79.03,82,22,4.81,few clouds
518,Usinsk,RU,65.9939,57.5281,46.69,90,62,8.88,broken clouds
519,Lydenburg,ZA,-25.0978,30.4597,62.4,41,0,1.86,clear sky
520,Arak,IR,34.0917,49.6892,48.96,66,2,4.61,clear sky
521,Kamiiso,JP,41.8167,140.65,73.78,88,75,4.61,light rain
522,Yabelo,ET,4.8833,38.0833,58.15,73,49,9.19,scattered clouds
523,Celestun,MX,20.8667,-90.4,80.8,80,0,13.06,clear sky
524,Salinopolis,BR,-0.6136,-47.3561,78.3,80,16,8.61,few clouds
525,Sitka,US,57.0531,-135.33,57.09,62,75,9.22,broken clouds
526,Mabaruma,GY,8.2,-59.7833,74.57,91,42,2.57,scattered clouds
527,Mehamn,NO,71.0357,27.8492,44.55,87,75,18.41,light rain
528,Navahrudak,BY,53.6,25.8333,45.25,96,100,13.11,overcast clouds
529,Marsaxlokk,MT,35.8419,14.5431,70.41,78,0,4.61,clear sky
530,High Rock,BS,26.6208,-78.2833,78.82,73,81,11.72,broken clouds
531,Bagotville,AU,-28.9833,153.4167,79.86,38,8,6.46,clear sky
532,Kruisfontein,ZA,-34.0033,24.7314,54.28,82,100,16.84,moderate rain
533,Kinablangan,PH,7.6947,126.5503,86.18,66,100,6.02,overcast clouds
534,Arlit,NE,18.7369,7.3853,88.72,35,32,4.5,scattered clouds
535,Liberty,US,31.8335,-81.5004,75.97,1,0,3.74,clear sky
536,Vega De Alatorre,MX,20.0333,-96.6333,78.62,86,88,5.88,overcast clouds
537,Taksimo,RU,56.3444,114.8794,44.01,35,87,3.87,overcast clouds
538,Agadez,NE,19.75,10.25,88.05,30,19,8.39,few clouds
539,Tabou,CI,4.423,-7.3528,74.59,90,61,5.84,broken clouds
540,Requena,ES,39.4883,-1.1004,63.52,93,100,3.18,overcast clouds
541,Santa Fe,AR,-31.6333,-60.7,61.02,93,25,7.0,scattered clouds
542,Naze,JP,28.3667,129.4833,83.32,79,72,19.6,broken clouds
543,Catalina,US,32.5056,-110.9211,88.66,32,12,3.53,few clouds
544,Pasighat,IN,28.0667,95.3333,88.29,69,67,3.36,broken clouds
545,Oudtshoorn,ZA,-33.5907,22.2014,48.56,93,81,8.14,moderate rain
546,Waipawa,NZ,-41.4122,175.5153,55.69,79,100,7.61,overcast clouds
547,Saint Anthony,US,45.0205,-93.218,61.9,92,0,0.0,fog
548,Molteno,ZA,-31.3968,26.3625,46.99,89,98,8.32,light rain
549,Limulunga,ZM,-15.0969,23.1376,65.91,48,19,5.93,few clouds
550,Victor Harbor,AU,-35.5667,138.6167,61.68,57,1,4.03,clear sky
551,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.43,93,45,2.64,scattered clouds
552,Washougal,US,45.5826,-122.3534,70.29,67,0,15.01,clear sky
553,Nuuk,GL,64.1835,-51.7216,48.81,81,100,4.61,overcast clouds
554,Torit,SS,4.4133,32.5678,68.47,92,84,2.86,broken clouds
555,Sola,VU,-13.8833,167.55,84.87,70,75,9.22,broken clouds
556,Palmer,US,42.1584,-72.3287,70.97,82,75,0.0,broken clouds
557,Panaba,MX,21.2833,-88.2667,75.72,92,1,6.67,clear sky
558,Kalmunai,LK,7.4167,81.8167,85.73,63,84,1.16,light rain
559,Mahajanga,MG,-15.7167,46.3167,68.02,73,0,5.75,clear sky
560,Herouville-Saint-Clair,FR,49.2109,-0.3065,54.59,87,100,3.44,overcast clouds
561,Xinxiang,CN,35.3089,113.8672,84.56,22,78,14.14,broken clouds
562,Santa Rosa,PH,14.3122,121.1114,81.01,90,100,12.1,overcast clouds
563,Saint-Joseph,RE,-21.3667,55.6167,74.46,76,37,13.71,light rain
564,Singkang,MY,2.1006,102.7994,87.67,60,100,5.08,overcast clouds
565,Vila,PT,42.0304,-8.1588,59.88,84,94,3.98,overcast clouds
566,Stepantsevo,RU,56.1314,41.7032,60.42,94,100,13.91,overcast clouds
567,Am Timan,TD,11.0297,20.2827,70.16,96,36,2.55,scattered clouds
568,Quetigny,FR,47.3167,5.1167,46.35,81,0,4.61,clear sky
569,Surat,IN,21.1667,72.8333,82.38,83,75,5.75,broken clouds
570,Jiaonan,CN,35.8786,119.9753,71.53,53,4,21.23,clear sky
571,Pacifica,US,37.6138,-122.4869,64.65,88,75,12.66,mist
572,Odweyne,SO,9.4092,45.064,76.26,47,81,13.96,broken clouds
573,Tamale,GH,9.4008,-0.8393,71.82,97,99,4.45,light rain
574,La Palma,US,33.8464,-118.0467,71.91,75,0,10.36,clear sky
575,Vrises,GR,35.492,23.8899,72.19,74,5,3.31,clear sky
576,Campoverde,PE,-8.4753,-74.8058,80.29,65,88,2.53,overcast clouds
577,Saint-Augustin,CA,51.226,-58.6502,43.86,68,100,18.57,overcast clouds
578,Dembi Dolo,ET,8.5333,34.8,55.11,93,22,4.16,few clouds
579,Williston,US,48.147,-103.618,66.31,49,100,8.03,overcast clouds
580,Alpena,US,45.0617,-83.4327,70.18,99,92,7.14,overcast clouds
581,Milkovo,RU,54.7167,158.6167,56.88,37,99,1.83,overcast clouds
582,Tateyama,JP,34.9833,139.8667,84.09,86,91,22.59,overcast clouds
583,Kikwit,CD,-5.041,18.8162,68.34,92,89,0.96,overcast clouds
584,Neuquen,AR,-38.9516,-68.0591,42.69,75,40,6.91,scattered clouds
585,Toamasina,MG,-18.1667,49.3833,64.4,100,75,2.3,broken clouds
586,Axim,GH,4.8699,-2.2405,74.52,92,75,8.75,light rain
587,Borba,BR,-4.3878,-59.5939,78.33,67,60,2.24,broken clouds
588,Praia Da Vitoria,PT,38.7333,-27.0667,73.65,94,40,7.61,scattered clouds
589,Tessalit,ML,20.1986,1.0114,89.15,32,86,10.33,overcast clouds
590,Alexandria,EG,31.2156,29.9553,68.54,71,2,4.25,clear sky
591,Placido De Castro,BR,-10.3353,-67.1856,79.61,60,8,2.93,clear sky
592,Karakol,KG,42.4907,78.3936,65.62,31,26,4.99,scattered clouds
593,Khorinsk,RU,52.1657,109.7726,53.96,38,30,10.94,scattered clouds
594,Juneau,US,58.3019,-134.4197,56.21,93,75,4.61,broken clouds
595,Hailar,CN,49.2,119.7,47.1,17,0,16.46,clear sky
596,Sindor,RU,62.8629,51.8905,46.51,87,86,4.34,overcast clouds
597,Maunabo,PR,18.0072,-65.8993,78.64,91,100,25.75,heavy intensity rain
598,Remedios,CU,22.4947,-79.5458,74.32,89,94,8.86,light rain
599,Camrose,CA,53.0168,-112.8353,49.93,73,23,6.64,few clouds
600,Limon,CR,10.0,-83.0333,76.05,80,100,6.91,overcast clouds
601,Kiama,AU,-34.6833,150.8667,66.45,36,86,8.81,overcast clouds
602,Ballina,AU,-28.8667,153.5667,81.01,35,3,9.48,clear sky
603,Raudeberg,NO,61.9875,5.1352,45.27,69,44,19.86,scattered clouds
604,Trinidad,BO,-14.8333,-64.9,81.14,51,33,3.91,scattered clouds
605,General Jose Eduvigis Diaz,PY,-27.1667,-58.4167,67.08,75,94,10.25,overcast clouds
606,Tevaitoa,PF,-16.7833,-151.5,78.01,75,3,16.8,clear sky
607,Ongandjera,NA,-17.8833,15.0667,57.67,28,0,10.87,clear sky
608,Husavik,IS,66.0449,-17.3389,47.1,76,87,11.41,overcast clouds
609,Kampot,KH,10.6167,104.1833,84.25,82,100,9.28,overcast clouds
610,Altay,CN,47.8667,88.1167,64.94,13,0,4.65,clear sky
611,Erzin,TR,36.9559,36.2,72.45,80,3,2.26,clear sky
612,Miles City,US,46.4083,-105.8406,72.57,37,0,5.75,clear sky
613,Souillac,MU,-20.5167,57.5167,68.38,94,75,10.36,broken clouds
614,Lincoln,US,40.8,-96.667,75.25,83,0,9.22,clear sky
615,Cockburn Town,TC,21.4612,-71.1419,82.65,77,38,21.34,scattered clouds
616,Kenai,US,60.5544,-151.2583,53.69,83,100,4.61,overcast clouds
617,Bilma,NE,18.6853,12.9164,87.04,37,14,7.16,few clouds
618,Minsk,BY,53.9,27.5667,49.75,87,100,15.99,overcast clouds
619,Kamenka,RU,51.3223,42.7678,63.9,81,97,11.16,overcast clouds
620,Srandakan,ID,-7.9386,110.2506,82.4,70,89,12.03,overcast clouds
621,Evensk,RU,61.95,159.2333,48.47,41,29,5.14,scattered clouds
622,Campo Gobierno,MX,24.6536,-107.5411,83.71,90,82,3.0,broken clouds
623,Pangody,RU,65.85,74.4859,48.92,91,99,13.44,overcast clouds
624,Alakurtti,RU,66.9672,30.3491,46.18,95,100,7.7,overcast clouds
625,Itaberai,BR,-16.0203,-49.8103,73.98,58,56,4.09,broken clouds
626,Laranjeiras Do Sul,BR,-25.4078,-52.4161,52.21,83,1,5.06,clear sky
627,Gwanda,ZW,-20.9333,29.0,65.91,30,0,8.03,clear sky
628,Roma,US,43.2128,-75.4557,67.73,99,75,5.75,mist
629,Igrim,RU,63.1906,64.4162,51.26,76,37,9.13,scattered clouds
630,Nouadhibou,MR,20.931,-17.0347,72.99,83,0,19.57,clear sky
631,Magadan,RU,59.5667,150.8,54.54,49,100,12.77,overcast clouds
632,Kragujevac,RS,44.0167,20.9167,39.49,64,10,5.88,clear sky
633,Sept-Iles,CA,50.2001,-66.3821,46.4,80,20,6.91,few clouds
634,Ryazhsk,RU,53.7038,40.1109,52.61,82,60,21.81,broken clouds
635,Pangnirtung,CA,66.1451,-65.7125,42.6,65,95,2.19,overcast clouds
636,Sinnamary,GF,5.3833,-52.95,78.98,85,100,9.84,overcast clouds
637,Kovernino,RU,57.1253,43.8142,59.7,97,100,10.83,light rain
638,Cururupu,BR,-1.8283,-44.8683,74.25,90,83,3.67,broken clouds
639,Grand-Santi,GF,4.25,-54.3833,72.03,87,95,2.53,overcast clouds
640,Crotone,IT,39.0851,17.1178,63.19,51,4,3.11,clear sky
641,Mackay,AU,-21.15,149.2,88.68,75,14,11.23,few clouds
642,Margate,GB,51.3813,1.3862,54.7,74,87,5.99,overcast clouds
643,Burgas,BG,42.5061,27.4678,48.31,76,0,5.75,clear sky
644,Mutis,CO,6.2262,-77.4044,75.18,93,99,2.44,moderate rain
645,Banepa,NP,27.6298,85.5214,75.52,78,40,4.61,scattered clouds
646,Tari,NG,12.4086,4.4914,74.03,91,100,5.35,overcast clouds
647,Salinas,US,36.6777,-121.6555,65.21,73,75,14.97,broken clouds
648,Charters Towers,AU,-20.1,146.2667,92.25,28,7,5.5,clear sky
649,Vestmannaeyjar,IS,63.4427,-20.2734,50.77,83,100,29.26,light rain
650,Matay,EG,28.419,30.7792,72.25,72,0,7.05,clear sky
651,Kropotkin,RU,45.4375,40.5756,64.44,74,53,12.77,broken clouds
652,Yeppoon,AU,-23.1333,150.7333,78.58,79,52,14.85,broken clouds
653,Flin Flon,CA,54.7682,-101.865,54.93,56,31,1.41,scattered clouds
654,Sorland,NO,67.667,12.6934,48.06,70,100,30.47,overcast clouds
655,Bairiki,KI,1.3292,172.9752,87.8,66,40,17.27,scattered clouds
656,Kailua,US,21.4022,-157.7394,86.02,67,40,10.36,scattered clouds
657,Antofagasta,CL,-23.65,-70.4,56.48,70,5,9.28,clear sky
658,Maxixe,MZ,-23.8597,35.3472,73.22,94,20,14.0,few clouds
659,Cam Ranh,VN,11.9214,109.1591,89.56,62,20,6.91,few clouds
660,Martinsville,US,36.6915,-79.8725,66.43,92,0,0.0,mist
661,Cheney,US,47.4874,-117.5758,66.22,51,100,8.05,overcast clouds
662,Maizuru,JP,35.45,135.3333,78.84,67,100,25.9,light rain
663,Turayf,SA,31.6725,38.6637,70.05,83,0,5.75,clear sky
664,Channel-Port Aux Basques,CA,47.5702,-59.1367,53.56,71,100,19.42,overcast clouds
665,Ambovombe,MG,-25.1667,46.0833,69.8,65,0,8.23,clear sky
666,Japura,ID,-0.3167,102.35,77.18,88,100,0.65,overcast clouds
667,Lethem,GY,3.3803,-59.7968,78.39,70,51,4.41,broken clouds
668,Mandurah,AU,-32.55,115.7,61.92,69,36,20.51,scattered clouds
669,Valera,VE,9.3178,-70.6036,70.95,92,87,4.76,overcast clouds
670,Savannakhet,LA,16.566,104.751,84.22,79,75,4.61,broken clouds
671,Uribia,CO,11.7139,-72.266,81.36,78,47,9.91,scattered clouds
672,Ardakan,IR,32.31,54.0175,79.79,17,1,0.63,clear sky
673,Qeshm,IR,26.9581,56.2719,87.67,76,49,10.69,scattered clouds
674,Fort Smith,US,35.3859,-94.3986,84.24,66,0,3.44,clear sky
675,Amahai,ID,-3.3333,128.9167,83.17,72,75,5.93,moderate rain
676,Zvishavane,ZW,-20.3267,30.0665,64.71,33,0,4.83,clear sky
677,Naron,ES,43.5167,-8.1528,65.05,81,100,7.58,overcast clouds
678,Fort Nelson,CA,58.8053,-122.7002,51.39,71,75,4.61,broken clouds
679,Buncrana,IE,55.1333,-7.45,50.47,90,90,3.36,overcast clouds
680,Millinocket,US,45.6573,-68.7098,53.71,100,20,0.0,few clouds
681,Weligama,LK,5.9667,80.4167,82.81,74,86,12.12,overcast clouds
682,Kaeo,NZ,-35.1,173.7833,61.41,94,100,15.32,moderate rain
683,Pimentel,PE,-6.8367,-79.9342,63.39,90,87,12.33,overcast clouds
684,Dauphin,CA,51.1494,-100.0502,51.94,62,0,2.3,clear sky
685,Portel,BR,-1.9356,-50.8211,73.69,90,39,4.79,scattered clouds
686,Kondinskoye,RU,59.6481,67.41,53.44,70,98,7.31,overcast clouds
687,Auki,SB,-8.7676,160.7034,78.73,86,100,4.85,overcast clouds
688,Mendi,PG,-6.1761,143.6513,66.43,70,66,6.2,broken clouds
