City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Saint-Paul,RE,2022-09-18 22:31:50,-21.0096,55.2707,71.71,76,23,4.36
284,Rabo De Peixe,PT,2022-09-18 22:31:51,37.8,-25.5833,71.11,83,20,6.91
285,Yar-Sale,RU,2022-09-18 22:31:51,66.8333,70.8333,45.5,95,100,11.9
286,Balsas,BR,2022-09-18 22:31:51,-7.5325,-46.0356,87.04,23,26,4.63
287,Lida,BY,2022-09-18 22:31:52,53.8833,25.2997,47.64,92,100,8.32
288,Xixiang,CN,2022-09-18 22:31:52,35.1628,112.865,71.31,66,70,2.08
289,Meulaboh,ID,2022-09-18 22:31:53,4.1363,96.1285,74.35,85,91,2.55
290,Leningradskiy,RU,2022-09-18 22:29:15,69.3833,178.4167,33.49,98,100,20.92
291,Victoria,HK,2022-09-18 22:30:47,22.2855,114.1577,82.33,84,58,11.99
292,Waipawa,NZ,2022-09-18 22:31:54,-41.4122,175.5153,55.67,66,100,9.82
293,Lavrentiya,RU,2022-09-18 22:31:54,65.5833,-171.0,39.4,81,100,11.05
294,Yaan,NG,2022-09-18 22:31:54,7.3833,8.5667,72.32,94,92,8.97
295,Bambanglipuro,ID,2022-09-18 22:31:55,-7.95,110.2833,76.78,83,100,6.08
296,Bubaque,GW,2022-09-18 22:31:55,11.2833,-15.8333,79.95,78,100,12.66
297,Pevek,RU,2022-09-18 22:31:56,69.7008,170.3133,32.65,97,100,17.65
298,Manturovo,RU,2022-09-18 22:31:56,58.3353,44.7619,50.83,97,100,9.33
299,Dombarovskiy,RU,2022-09-18 22:31:57,50.7587,59.5386,62.67,36,6,7.76
300,Iberia,US,2022-09-18 22:31:57,29.9502,-91.7507,90.09,74,39,4.68
301,Talnakh,RU,2022-09-18 22:31:58,69.4865,88.3972,43.21,100,100,2.8
302,Anshun,CN,2022-09-18 22:31:58,26.25,105.9333,64.22,94,7,1.1
303,Saint-Georges,GD,2022-09-18 22:28:43,12.0564,-61.7485,81.63,81,80,11.12
304,Gao,ML,2022-09-18 22:31:59,16.6362,1.637,85.62,44,74,2.1
305,Guerrero Negro,MX,2022-09-18 22:31:59,27.9769,-114.0611,73.45,64,0,16.82
306,Orlik,RU,2022-09-18 22:32:00,52.5178,99.825,33.42,80,0,1.81
307,Lesnoy,RU,2022-09-18 22:32:00,57.6198,63.0784,51.3,69,93,1.99
308,Airai,TL,2022-09-18 22:30:27,-8.9266,125.4092,67.62,36,80,2.37
309,Saint-Joseph,RE,2022-09-18 22:32:01,-21.3667,55.6167,70.18,80,26,11.23
310,Mackenzie,CA,2022-09-18 22:32:01,55.2999,-123.1698,55.62,71,100,3.44
311,Temiscaming,CA,2022-09-18 22:32:02,46.7212,-79.0971,71.15,94,100,3.44
312,La Union,PE,2022-09-18 22:32:02,-5.4,-80.75,73.81,59,0,16.37
313,Olafsvik,IS,2022-09-18 22:32:03,64.8945,-23.7142,49.37,90,100,18.01
314,Kassala,SD,2022-09-18 22:32:03,15.451,36.4,81.9,59,98,3.71
315,Garowe,SO,2022-09-18 22:32:03,8.4054,48.4845,78.31,58,100,20.51
316,Perehonivka,UA,2022-09-18 22:32:04,48.5355,30.5192,51.93,71,100,18.43
317,Dayong,CN,2022-09-18 22:32:04,25.0209,118.2898,77.52,74,42,3.24
318,Kremenchuk,UA,2022-09-18 22:32:05,49.0973,33.4197,52.81,63,94,20.89
319,Santo Domingo,DO,2022-09-18 22:28:24,18.5001,-69.9886,82.08,86,75,11.5
320,Mount Gambier,AU,2022-09-18 22:32:06,-37.8333,140.7667,53.6,71,12,7.18
321,Khor,RU,2022-09-18 22:32:06,47.8861,134.9464,49.89,84,87,14.27
322,Oxapampa,PE,2022-09-18 22:32:06,-10.5775,-75.4017,62.47,91,88,0.98
323,High Level,CA,2022-09-18 22:30:10,58.5169,-117.136,53.71,94,100,0.0
324,Mildura,AU,2022-09-18 22:32:07,-34.2,142.15,49.06,94,30,4.94
325,Manokwari,ID,2022-09-18 22:32:08,-0.8667,134.0833,80.33,62,100,2.04
326,Sukhodol,RU,2022-09-18 22:33:08,53.9006,51.2117,66.16,76,96,10.36
327,Culpeper,US,2022-09-18 22:33:09,38.5004,-77.9664,81.95,61,0,3.44
328,Namibe,AO,2022-09-18 22:33:10,-15.1961,12.1522,61.72,86,78,9.66
329,Canico,PT,2022-09-18 22:33:10,32.6333,-16.85,72.23,84,20,12.66
330,Aguadilla,PR,2022-09-18 22:33:10,18.4275,-67.1541,76.93,96,100,14.0
331,Ostrovnoy,RU,2022-09-18 22:33:11,68.0531,39.5131,46.94,96,100,6.69
332,Cidreira,BR,2022-09-18 22:30:23,-30.1811,-50.2056,62.76,77,59,23.42
333,Chapais,CA,2022-09-18 22:33:11,49.7834,-74.8492,56.98,49,75,5.28
334,Sioux Lookout,CA,2022-09-18 22:33:12,50.1001,-91.917,62.67,77,75,5.75
335,Cairns,AU,2022-09-18 22:32:35,-16.9167,145.7667,83.07,85,40,5.75
336,Manicore,BR,2022-09-18 22:33:12,-5.8092,-61.3003,76.95,88,0,4.61
337,Wolgast,DE,2022-09-18 22:33:13,54.05,13.7667,46.67,87,32,4.36
338,Mutis,CO,2022-09-18 22:33:13,6.2262,-77.4044,76.84,89,77,6.82
339,Harrison,US,2022-09-18 22:33:14,30.4091,-89.0436,87.82,76,0,6.91
340,Praia,CV,2022-09-18 22:33:14,14.9215,-23.5087,77.54,83,20,11.5
341,Kautokeino,NO,2022-09-18 22:33:15,69.0125,23.0412,39.56,90,100,15.52
342,Shimoda,JP,2022-09-18 22:33:15,34.6667,138.95,78.1,90,97,13.56
343,Klobuck,PL,2022-09-18 22:33:15,50.9008,18.9367,47.05,86,48,12.12
344,Taree,AU,2022-09-18 22:33:16,-31.9,152.4667,62.11,50,100,2.39
345,Taveta,KE,2022-09-18 22:33:16,-3.3963,37.6736,66.51,81,48,4.36
346,Teguldet,RU,2022-09-18 22:33:17,57.3064,88.1667,41.02,91,92,4.85
347,Havoysund,NO,2022-09-18 22:33:17,70.9963,24.6622,46.63,85,100,18.03
348,Shillong,IN,2022-09-18 22:33:18,25.5689,91.8831,62.98,95,4,2.59
349,Mlonggo,ID,2022-09-18 22:33:18,-6.5333,110.7,77.36,78,53,8.14
350,Lixourion,GR,2022-09-18 22:33:19,38.2019,20.4314,70.41,55,21,13.2
351,Sawtell,AU,2022-09-18 22:33:19,-30.3833,153.1,64.42,55,44,5.75
352,Inuvik,CA,2022-09-18 22:33:20,68.3499,-133.7218,56.16,52,75,4.61
353,Isangel,VU,2022-09-18 22:33:20,-19.55,169.2667,82.51,69,75,4.61
354,Coquimbo,CL,2022-09-18 22:33:20,-29.9533,-71.3436,56.93,76,0,18.41
355,Sembe,CG,2022-09-18 22:33:21,1.6481,14.5806,71.76,93,99,0.83
356,Qui Nhon,VN,2022-09-18 22:33:21,13.7667,109.2333,78.44,82,100,5.75
357,Bolivar,US,2022-09-18 22:28:33,37.6145,-93.4105,95.0,46,57,11.63
358,Newport,GB,2022-09-18 22:33:22,51.5877,-2.9984,56.68,77,74,5.77
359,Veraval,IN,2022-09-18 22:33:22,20.9,70.3667,80.1,76,4,7.94
360,Roxas,PH,2022-09-18 22:33:23,11.5853,122.7511,76.14,86,100,5.48
361,Nemuro,JP,2022-09-18 22:33:23,43.3236,145.575,65.37,100,100,4.92
362,Klaksvik,FO,2022-09-18 22:33:24,62.2266,-6.589,41.92,70,93,7.96
363,Muros,ES,2022-09-18 22:33:24,42.7762,-9.0603,72.16,81,100,7.25
364,Elizabeth City,US,2022-09-18 22:30:53,36.2946,-76.2511,84.02,59,0,8.05
365,Kawalu,ID,2022-09-18 22:33:25,-7.3817,108.2082,71.37,96,95,2.37
366,Vetluga,RU,2022-09-18 22:33:25,57.8557,45.781,51.58,97,100,9.89
367,Moree,AU,2022-09-18 22:33:26,-29.4667,149.85,63.03,50,0,2.37
368,Alyangula,AU,2022-09-18 22:33:26,-13.8483,136.4192,82.94,69,68,12.57
369,Cabo San Lucas,MX,2022-09-18 22:31:32,22.8909,-109.9124,90.7,70,75,8.05
370,Port Blair,IN,2022-09-18 22:33:27,11.6667,92.75,82.44,78,40,10.36
371,Pareora,NZ,2022-09-18 22:33:27,-44.4871,171.2132,53.19,97,100,7.63
372,Sarakhs,IR,2022-09-18 22:33:28,36.5449,61.1577,69.21,31,0,2.73
373,Sabang,ID,2022-09-18 22:33:52,5.8933,95.3214,82.04,73,100,18.23
374,Tilichiki,RU,2022-09-18 22:34:29,60.4667,166.1,44.02,51,0,8.63
375,Ust-Maya,RU,2022-09-18 22:33:16,60.4167,134.5333,30.88,96,100,11.88
376,Taoudenni,ML,2022-09-18 22:34:29,22.6783,-3.9836,94.15,17,14,9.66
377,Monrovia,LR,2022-09-18 22:30:51,6.3005,-10.7969,76.77,82,22,7.27
378,Flin Flon,CA,2022-09-18 22:34:30,54.7682,-101.865,67.84,45,40,11.5
379,Ola,RU,2022-09-18 22:34:30,59.5833,151.2833,46.71,68,100,5.91
380,Coxim,BR,2022-09-18 22:34:31,-18.5067,-54.76,92.23,29,96,2.17
381,Shingu,JP,2022-09-18 22:34:31,33.7333,135.9833,79.36,93,100,17.09
382,Hasaki,JP,2022-09-18 22:34:32,35.7333,140.8333,81.28,88,57,19.69
383,Teguise,ES,2022-09-18 22:34:32,29.0605,-13.564,71.82,78,20,3.44
384,Longyearbyen,SJ,2022-09-18 22:30:57,78.2186,15.6401,30.04,80,75,8.05
385,Chickasha,US,2022-09-18 22:30:10,35.0526,-97.9364,96.15,38,0,14.97
386,Yinchuan,CN,2022-09-18 22:34:33,38.4681,106.2731,62.42,60,98,22.19
387,Khasan,RU,2022-09-18 22:34:33,42.4308,130.6434,58.19,57,56,22.59
388,Merauke,ID,2022-09-18 22:34:34,-8.4667,140.3333,80.24,82,55,10.85
389,Puerto Escondido,MX,2022-09-18 22:34:34,15.85,-97.0667,81.43,57,75,17.27
390,Tocopilla,CL,2022-09-18 22:34:34,-22.092,-70.1979,62.96,67,56,10.29
391,Umm Lajj,SA,2022-09-18 22:34:05,25.0213,37.2685,83.37,56,2,8.93
392,Nurobod,UZ,2022-09-18 22:34:35,40.9056,69.8023,69.98,33,27,5.35
393,Kavaratti,IN,2022-09-18 22:34:29,10.5669,72.642,80.29,80,99,10.92
394,Rawson,AR,2022-09-18 22:32:53,-43.3002,-65.1023,45.48,61,100,15.7
395,Abu Samrah,SY,2022-09-18 22:34:36,35.3029,37.1841,74.64,51,0,6.17
396,Harer,ET,2022-09-18 22:34:36,9.3094,42.1258,62.78,72,85,3.33
397,Beloha,MG,2022-09-18 22:34:37,-25.1667,45.05,71.89,58,0,5.93
398,Huilong,CN,2022-09-18 22:34:37,31.8111,121.655,73.92,71,1,21.88
399,Byron Bay,AU,2022-09-18 22:34:38,-28.65,153.6167,69.94,39,0,6.04
400,Hurghada,EG,2022-09-18 22:33:19,27.2574,33.8129,84.24,30,0,9.22
401,Bowen,AU,2022-09-18 22:31:07,-20.0167,148.2333,77.61,79,7,6.04
402,Ahipara,NZ,2022-09-18 22:34:38,-35.1667,173.1667,61.14,89,100,14.58
403,Linqiong,CN,2022-09-18 22:34:39,30.4159,103.4609,71.42,91,100,1.97
404,Oktyabrskiy,RU,2022-09-18 22:34:39,54.4815,53.471,65.79,63,100,8.68
405,Conde,BR,2022-09-18 22:34:40,-7.2597,-34.9075,74.66,88,20,9.22
406,Comodoro Rivadavia,AR,2022-09-18 22:34:40,-45.8667,-67.5,42.66,70,75,4.61
407,Arteaga,MX,2022-09-18 22:34:41,18.4667,-102.4167,64.17,99,100,2.1
408,Fairbanks,US,2022-09-18 22:34:41,64.8378,-147.7164,56.3,52,75,11.5
409,Simao,CN,2022-09-18 22:34:42,22.7886,100.9748,66.06,94,95,0.56
410,Santa Fe,AR,2022-09-18 22:29:55,-31.6333,-60.7,64.02,90,100,5.99
411,Broome,US,2022-09-18 22:34:42,42.2506,-75.833,76.66,74,100,6.91
412,Malumfashi,NG,2022-09-18 22:34:43,11.7853,7.6218,71.01,88,88,0.31
413,Nicholasville,US,2022-09-18 22:34:43,37.8806,-84.573,84.85,46,20,9.22
414,Topolobampo,MX,2022-09-18 22:34:44,25.6,-109.05,91.31,52,40,6.91
415,Aguimes,ES,2022-09-18 22:34:44,27.9054,-15.4461,70.66,83,20,9.22
416,Belle Glade,US,2022-09-18 22:34:45,26.6845,-80.6676,86.02,74,54,6.82
417,Matagami,CA,2022-09-18 22:34:45,49.7502,-77.6328,57.31,44,40,4.61
418,Lorengau,PG,2022-09-18 22:34:45,-2.0226,147.2712,84.33,68,34,4.68
419,Nacala,MZ,2022-09-18 22:34:46,-14.5428,40.6728,72.57,85,1,6.71
420,Lake City,US,2022-09-18 22:35:46,30.1897,-82.6393,78.66,94,100,5.75
421,Waddan,LY,2022-09-18 22:35:47,29.1614,16.139,84.4,20,0,9.13
422,Khani,GE,2022-09-18 22:35:47,41.9563,42.9566,72.97,54,18,3.91
423,Te Anau,NZ,2022-09-18 22:35:48,-45.4167,167.7167,46.67,95,100,1.34
424,Ketrzyn,PL,2022-09-18 22:35:48,54.0768,21.3753,48.04,95,100,8.08
425,Camargo,MX,2022-09-18 22:35:49,27.6667,-105.1667,87.75,30,48,15.41
426,Champerico,GT,2022-09-18 22:35:49,14.3,-91.9167,82.94,78,100,6.49
427,Lichinga,MZ,2022-09-18 22:35:49,-13.3128,35.2406,60.89,63,0,10.36
428,Paso De Los Toros,UY,2022-09-18 22:35:50,-32.8167,-56.5167,59.49,81,100,6.26
429,Mus,TR,2022-09-18 22:35:50,39.0,41.75,64.27,25,0,1.59
430,Robertsport,LR,2022-09-18 22:35:51,6.7533,-11.3686,76.75,80,49,9.31
431,Bilma,NE,2022-09-18 22:33:10,18.6853,12.9164,89.06,34,30,6.22
432,Fleury-Les-Aubrais,FR,2022-09-18 22:35:51,47.9333,1.9167,53.83,72,0,6.91
433,Thessalon,CA,2022-09-18 22:35:51,46.2501,-83.5666,71.89,87,93,11.7
434,Juneau,US,2022-09-18 22:33:04,58.3019,-134.4197,55.98,88,75,6.91
435,Kahului,US,2022-09-18 22:33:15,20.8947,-156.47,89.62,63,40,19.57
436,Concordia,AR,2022-09-18 22:35:52,-31.393,-58.0209,62.78,84,100,14.0
437,Coahuayana,MX,2022-09-18 22:35:53,18.7333,-103.6833,76.23,96,100,4.16
438,Visby,SE,2022-09-18 22:35:53,57.6409,18.296,53.82,76,40,10.36
439,Letlhakane,BW,2022-09-18 22:35:54,-21.4167,25.5833,73.27,21,0,5.59
440,Mayo,US,2022-09-18 22:35:54,38.8876,-76.5119,84.61,65,0,6.91
441,Naryan-Mar,RU,2022-09-18 22:35:54,67.6713,53.087,47.28,91,100,3.04
442,Aksaray,TR,2022-09-18 22:35:55,38.3726,34.0254,68.94,33,0,5.46
443,Ketchikan,US,2022-09-18 22:35:55,55.3422,-131.6461,63.07,59,40,10.36
444,Villaviciosa,ES,2022-09-18 22:35:56,43.4813,-5.4357,62.42,79,98,5.77
445,Anadyr,RU,2022-09-18 22:35:56,64.75,177.4833,37.9,100,75,11.01
446,Basay,PH,2022-09-18 22:35:57,9.4087,122.64,82.49,79,99,5.79
447,Lincoln,US,2022-09-18 22:32:00,40.8,-96.667,89.51,48,0,10.36
448,San Patricio,US,2022-09-18 22:35:57,28.017,-97.5169,92.17,60,63,14.0
449,Raudeberg,NO,2022-09-18 22:35:58,61.9875,5.1352,48.87,69,75,21.09
450,Natal,BR,2022-09-18 22:33:23,-5.795,-35.2094,80.82,83,40,12.66
451,Arlit,NE,2022-09-18 22:35:58,18.7369,7.3853,94.86,26,89,7.85
452,Faanui,PF,2022-09-18 22:35:59,-16.4833,-151.75,78.75,71,21,19.53
453,Hargeysa,SO,2022-09-18 22:33:51,9.56,44.065,75.87,45,30,15.37
454,Desaguadero,PE,2022-09-18 22:35:59,-16.5656,-69.0417,52.97,49,35,7.02
455,Winneba,GH,2022-09-18 22:36:00,5.3511,-0.6231,74.61,91,84,12.15
456,San Francisco,US,2022-09-18 22:34:17,37.7749,-122.4194,72.32,82,75,19.57
457,Cheremukhovo,RU,2022-09-18 22:36:00,60.3484,59.9851,46.89,80,100,3.6
458,Gilbues,BR,2022-09-18 22:36:01,-9.8317,-45.3439,82.81,23,8,6.42
459,Toora-Khem,RU,2022-09-18 22:36:01,52.4675,96.11,34.43,93,0,1.88
460,Norilsk,RU,2022-09-18 22:36:02,69.3535,88.2027,43.43,98,100,2.13
461,Kloulklubed,PW,2022-09-18 22:36:02,7.0419,134.2556,77.5,73,100,14.38
462,Mgachi,RU,2022-09-18 22:36:03,51.05,142.2667,57.29,98,84,11.41
463,Mecca,SA,2022-09-18 22:31:08,21.4267,39.8261,83.1,47,7,3.33
464,Oboyan,RU,2022-09-18 22:36:03,51.2098,36.2792,48.63,86,22,23.15
465,Kysyl-Syr,RU,2022-09-18 22:36:04,63.8986,122.7617,29.86,85,92,6.53
466,Conakry,GN,2022-09-18 22:36:04,9.538,-13.6773,78.87,94,75,6.91
467,Nacimiento,CL,2022-09-18 22:36:05,-37.5,-72.6667,45.05,72,51,4.88
468,Ilhabela,BR,2022-09-18 22:37:05,-23.7781,-45.3581,64.0,78,10,6.64
469,Denpasar,ID,2022-09-18 22:34:01,-8.65,115.2167,76.71,94,20,2.3
470,Sinnamary,GF,2022-09-18 22:34:17,5.3833,-52.95,79.74,81,94,11.14
471,Williams Lake,CA,2022-09-18 22:37:06,52.1415,-122.1445,67.05,43,20,2.3
472,Luangwa,ZM,2022-09-18 22:37:07,-15.6167,30.4167,71.64,34,4,0.78
473,Westport,US,2022-09-18 22:32:34,41.1415,-73.3579,81.95,69,0,13.8
474,Patacamaya,BO,2022-09-18 22:37:07,-17.2333,-67.9167,54.23,30,46,7.99
475,Arrecife,ES,2022-09-18 22:37:08,28.963,-13.5477,75.18,78,20,3.44
476,Virginia Beach,US,2022-09-18 22:34:20,36.8529,-75.978,84.04,69,20,11.5
477,Yumen,CN,2022-09-18 22:35:43,40.2833,97.2,65.19,36,100,11.83
478,Fasa,IR,2022-09-18 22:37:08,28.9383,53.6482,69.04,32,0,4.61
479,Leshukonskoye,RU,2022-09-18 22:37:09,64.8989,45.7622,43.52,99,61,4.92
480,Taihe,CN,2022-09-18 22:37:09,30.8712,105.3845,72.05,94,100,2.37
481,Marsa Matruh,EG,2022-09-18 22:37:10,31.3525,27.2453,77.2,78,40,5.75
482,Maxixe,MZ,2022-09-18 22:37:11,-23.8597,35.3472,71.67,91,1,13.31
483,Barcelos,PT,2022-09-18 22:37:11,41.5388,-8.6151,75.85,58,80,4.32
484,Aktau,KZ,2022-09-18 22:37:11,43.65,51.2,66.78,37,2,16.02
485,Sistranda,NO,2022-09-18 22:37:12,63.7256,8.834,49.96,74,98,19.8
486,Hauterive,FR,2022-09-18 22:37:12,46.0901,3.4459,45.45,64,2,1.14
487,Kosa,RU,2022-09-18 22:37:13,59.9445,54.9977,48.94,90,100,7.7
488,Port Lincoln,AU,2022-09-18 22:34:56,-34.7333,135.8667,53.53,69,0,10.69
489,Faya,SA,2022-09-18 22:37:13,18.3851,42.4509,69.91,58,76,2.64
490,Bryanka,UA,2022-09-18 22:37:14,48.511,38.6722,61.75,54,100,19.77
491,Salinas,US,2022-09-18 22:34:31,36.6777,-121.6555,68.09,76,100,25.32
492,Santo Antonio Do Monte,BR,2022-09-18 22:37:15,-20.0872,-45.2936,67.41,58,27,4.63
493,Rotifunk,SL,2022-09-18 22:37:15,8.2333,-12.6833,72.43,98,100,2.15
494,Mandurah,AU,2022-09-18 22:37:16,-32.55,115.7,53.91,74,92,20.15
495,Alta,NO,2022-09-18 22:37:17,69.9689,23.2717,43.86,85,100,11.5
496,Tarare,FR,2022-09-18 22:37:17,45.8976,4.4327,49.73,87,2,2.66
497,Roma,US,2022-09-18 22:37:17,43.2128,-75.4557,70.88,92,75,5.75
498,Sasaram,IN,2022-09-18 22:37:18,24.951,84.0149,78.51,82,100,3.38
499,Trairi,BR,2022-09-18 22:37:18,-3.2778,-39.2689,78.12,81,47,11.21
500,Hofn,IS,2022-09-18 22:33:41,64.2539,-15.2082,45.66,72,8,4.72
501,Seryshevo,RU,2022-09-18 22:37:19,51.0933,128.3786,36.0,65,28,21.25
502,The Pas,CA,2022-09-18 22:37:20,53.8251,-101.2541,68.02,49,0,11.5
503,Phalodi,IN,2022-09-18 22:37:20,27.1333,72.3667,84.96,47,0,13.65
504,San Andres,CO,2022-09-18 22:37:21,12.5847,-81.7006,86.02,74,75,6.91
505,Todos Santos,MX,2022-09-18 22:37:21,23.45,-110.2167,79.66,86,99,5.53
506,Guayaramerin,BO,2022-09-18 22:37:22,-10.8368,-65.3614,85.48,49,36,4.12
507,Novikovo,RU,2022-09-18 22:37:22,51.1537,37.8879,54.57,72,23,21.0
508,Balkanabat,TM,2022-09-18 22:37:23,39.5108,54.3671,78.75,23,0,11.16
509,Oistins,BB,2022-09-18 22:38:23,13.0667,-59.5333,82.49,78,40,12.66
510,Paamiut,GL,2022-09-18 22:38:24,61.994,-49.6678,44.08,93,91,4.03
511,Pinsk,BY,2022-09-18 22:38:24,52.1229,26.0951,48.54,93,100,15.03
512,Vila,PT,2022-09-18 22:38:25,42.0304,-8.1588,65.28,75,68,3.58
513,Dingle,PH,2022-09-18 22:38:25,10.9995,122.6711,78.53,87,100,6.06
514,Cap Malheureux,MU,2022-09-18 22:38:26,-19.9842,57.6142,70.47,73,1,7.0
515,Phuthaditjhaba,ZA,2022-09-18 22:38:26,-28.5242,28.8158,60.55,26,45,2.24
516,Ushtobe,KZ,2022-09-18 22:38:26,45.2514,77.9838,58.95,30,45,8.08
517,Englehart,CA,2022-09-18 22:38:27,47.8169,-79.8664,55.96,94,100,10.36
518,Camana,PE,2022-09-18 22:38:27,-16.6228,-72.7111,60.44,85,65,9.55
519,Kidal,ML,2022-09-18 22:38:28,18.4411,1.4078,87.67,44,98,6.71
520,Kankon,IN,2022-09-18 22:38:28,15.0167,74.0167,76.06,88,99,3.27
521,Labuhan,ID,2022-09-18 22:35:18,-6.8844,112.2051,77.2,81,42,9.71
522,Matay,EG,2022-09-18 22:38:29,28.419,30.7792,77.41,54,0,11.74
523,Naze,JP,2022-09-18 22:34:34,28.3667,129.4833,79.72,86,100,19.42
524,Gasa,PS,2022-09-18 22:33:55,31.5,34.4667,71.89,71,0,5.1
525,Gorontalo,ID,2022-09-18 22:38:29,0.5412,123.0595,77.76,85,96,1.57
526,Owando,CG,2022-09-18 22:38:30,-0.4819,15.8999,70.66,98,100,1.01
527,Shitanjing,CN,2022-09-18 22:38:30,39.2342,106.3439,54.93,83,100,18.34
528,Havre,FR,2022-09-18 22:38:31,49.5833,0.3333,60.57,63,100,9.22
529,Kon Tum,VN,2022-09-18 22:38:31,14.35,108.0,70.56,99,100,1.03
530,Rindal,NO,2022-09-18 22:38:32,63.0565,9.2124,45.73,95,100,5.48
531,Auki,SB,2022-09-18 22:38:33,-8.7676,160.7034,77.59,89,100,10.54
532,Chicama,PE,2022-09-18 22:38:33,-7.8447,-79.1469,59.54,78,38,7.92
533,Kenora,CA,2022-09-18 22:34:52,49.8167,-94.4337,65.37,72,75,8.05
534,Karratha,AU,2022-09-18 22:38:34,-20.7377,116.8463,68.36,56,0,16.44
535,Anloga,GH,2022-09-18 22:38:34,5.7947,0.8973,76.87,85,96,14.63
536,Pafos,CY,2022-09-18 22:38:34,34.7667,32.4167,75.4,70,0,10.25
537,Marawi,PH,2022-09-18 22:38:35,7.9986,124.2928,71.94,87,97,3.53
538,Pavia,IT,2022-09-18 22:36:19,45.1845,9.1615,65.7,79,3,4.52
539,Hokitika,NZ,2022-09-18 22:38:36,-42.7167,170.9667,52.07,92,100,10.87
540,Benjamin Constant,BR,2022-09-18 22:38:36,-4.3831,-70.0311,86.13,74,75,2.3
541,Bossangoa,CF,2022-09-18 22:38:37,6.4926,17.4552,69.35,98,51,0.67
542,Sitio Novo Do Tocantins,BR,2022-09-18 22:38:37,-5.5183,-47.4611,85.51,42,57,7.0
543,Itamaraju,BR,2022-09-18 22:38:37,-17.0392,-39.5311,67.48,77,88,2.84
544,Tripoli,LY,2022-09-18 22:38:38,32.8752,13.1875,79.14,76,9,12.01
545,Sibay,RU,2022-09-18 22:38:38,52.7181,58.6658,62.42,65,63,5.14
546,Dabat,ET,2022-09-18 22:38:39,12.9842,37.765,52.93,83,78,2.35
547,Oranjestad,AW,2022-09-18 22:38:39,12.524,-70.027,85.95,74,20,11.5
548,Guiratinga,BR,2022-09-18 22:38:40,-16.3494,-53.7583,85.96,31,70,4.36
549,Nantucket,US,2022-09-18 22:35:37,41.2835,-70.0995,73.54,78,0,19.57
550,Slave Lake,CA,2022-09-18 22:38:40,55.2834,-114.769,58.98,63,100,3.44
551,Srednekolymsk,RU,2022-09-18 22:38:41,67.45,153.6833,42.04,50,14,13.4
552,Maniitsoq,GL,2022-09-18 22:38:41,65.4167,-52.9,46.06,74,100,10.96
553,Jiquinlaca,HN,2022-09-18 22:38:41,14.0,-88.35,81.79,93,98,3.18
554,Mineiros,BR,2022-09-18 22:38:42,-17.5694,-52.5511,80.58,39,60,5.3
555,Amuntai,ID,2022-09-18 22:38:42,-2.4177,115.2494,75.11,96,100,0.74
556,Toowoomba,AU,2022-09-18 22:38:43,-27.55,151.9667,65.25,49,0,1.01
557,Mayumba,GA,2022-09-18 22:38:43,-3.432,10.6554,75.09,88,100,7.14
558,Jalu,LY,2022-09-18 22:38:44,29.0331,21.5482,82.98,23,0,7.25
559,Laramie,US,2022-09-18 22:38:03,41.3114,-105.5911,77.38,18,0,16.11
560,Dimitrovgrad,RU,2022-09-18 22:39:45,54.2139,49.6184,66.54,81,92,11.23
561,Mende,FR,2022-09-18 22:39:45,44.6667,3.5,39.6,70,1,4.76
562,Tateyama,JP,2022-09-18 22:39:45,34.9833,139.8667,82.09,88,71,18.34
563,El Transito,SV,2022-09-18 22:39:46,13.35,-88.35,87.51,88,91,3.24
564,Ishim,RU,2022-09-18 22:39:46,56.1128,69.4902,57.81,41,100,7.9
565,Issa,RU,2022-09-18 22:39:47,53.8705,44.8578,66.15,83,85,12.5
566,Dillingen,DE,2022-09-18 22:39:47,49.35,6.7333,54.7,81,99,7.05
567,Port-De-Bouc,FR,2022-09-18 22:39:48,43.4,4.9833,69.96,46,0,16.11
